date,workshop,production_line,product_type,production_equipment,production_equipment_name,production_quantity,good_quantity
2024-02-06,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,408,346
2024-02-06,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,435,288
2024-02-06,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,713,647
2024-02-06,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,600,528
2024-02-06,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,449,312
2024-02-06,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,670,577
2024-02-06,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,572,556
2024-02-06,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,740,619
2024-02-06,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,765,664
2024-02-06,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,404,353
2024-02-06,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,658,518
2024-02-06,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,722,622
2024-02-06,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,580,449
2024-02-06,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,403,398
2024-02-06,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,626,524
2024-02-07,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,697,589
2024-02-07,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,417,281
2024-02-07,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,502,399
2024-02-07,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,457,338
2024-02-07,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,798,682
2024-02-07,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,593,476
2024-02-07,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,423,302
2024-02-07,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,657,544
2024-02-07,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,416,323
2024-02-07,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,520,468
2024-02-07,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,751,697
2024-02-07,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,677,649
2024-02-07,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,674,580
2024-02-07,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,689,618
2024-02-07,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,725,620
2024-02-07,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,510,424
2024-02-07,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,720,602
2024-02-07,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,761,663
2024-02-07,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,640,573
2024-02-07,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,461,438
2024-02-07,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,599,599
2024-02-07,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,746,664
2024-02-07,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,484,377
2024-02-07,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,593,455
2024-02-07,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,632,529
2024-02-07,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,526,449
2024-02-07,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,542,446
2024-02-07,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,461,313
2024-02-07,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,478,369
2024-02-07,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,401,386
2024-02-07,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,514,467
2024-02-07,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,601,530
2024-02-07,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,445,432
2024-02-07,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,695,682
2024-02-07,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,683,597
2024-02-07,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,463,397
2024-02-07,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,402,400
2024-02-07,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,678,669
2024-02-07,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,561,501
2024-02-07,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,555,436
2024-02-07,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,613,584
2024-02-07,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,667,650
2024-02-07,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,512,433
2024-02-07,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,545,462
2024-02-07,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,460,438
2024-02-08,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,438,426
2024-02-08,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,771,754
2024-02-08,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,554,541
2024-02-08,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,789,653
2024-02-08,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,597,529
2024-02-08,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,754,636
2024-02-08,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,474,436
2024-02-08,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,713,583
2024-02-08,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,581,440
2024-02-08,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,430,297
2024-02-08,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,576,468
2024-02-08,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,549,471
2024-02-08,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,601,597
2024-02-08,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,716,631
2024-02-08,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,655,652
2024-02-08,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,466,438
2024-02-08,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,423,294
2024-02-08,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,566,490
2024-02-08,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,774,633
2024-02-08,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,764,697
2024-02-08,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,625,494
2024-02-08,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,406,393
2024-02-08,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,455,327
2024-02-08,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,585,540
2024-02-08,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,652,511
2024-02-08,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,411,350
2024-02-08,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,452,438
2024-02-08,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,531,529
2024-02-08,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,676,529
2024-02-08,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,507,358
2024-02-08,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,767,711
2024-02-08,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,416,329
2024-02-08,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,582,498
2024-02-08,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,626,612
2024-02-08,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,439,328
2024-02-08,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,606,578
2024-02-08,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,761,738
2024-02-08,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,720,683
2024-02-08,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,631,622
2024-02-08,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,737,610
2024-02-08,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,704,586
2024-02-08,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,565,528
2024-02-08,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,409,302
2024-02-08,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,578,564
2024-02-08,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,563,466
2024-02-09,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,515,383
2024-02-09,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,693,638
2024-02-09,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,700,563
2024-02-09,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,567,421
2024-02-09,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,645,497
2024-02-09,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,744,713
2024-02-09,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,644,574
2024-02-09,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,729,619
2024-02-09,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,504,433
2024-02-09,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,643,635
2024-02-09,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,438,336
2024-02-09,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,618,553
2024-02-09,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,578,542
2024-02-09,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,702,639
2024-02-09,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,640,492
2024-02-09,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,595,463
2024-02-09,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,721,667
2024-02-09,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,548,415
2024-02-09,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,701,684
2024-02-09,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,653,617
2024-02-09,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,551,460
2024-02-09,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,508,368
2024-02-09,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,532,436
2024-02-09,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,734,609
2024-02-09,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,652,586
2024-02-09,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,462,353
2024-02-09,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,601,599
2024-02-09,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,547,507
2024-02-09,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,413,311
2024-02-09,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,639,519
2024-02-09,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,525,481
2024-02-09,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,527,476
2024-02-09,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,697,626
2024-02-09,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,635,562
2024-02-09,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,634,562
2024-02-09,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,591,572
2024-02-09,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,554,545
2024-02-09,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,594,473
2024-02-09,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,652,599
2024-02-09,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,444,378
2024-02-09,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,498,374
2024-02-09,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,753,616
2024-02-09,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,722,638
2024-02-09,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,442,401
2024-02-09,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,706,567
2024-02-10,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,508,481
2024-02-10,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,789,763
2024-02-10,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,764,719
2024-02-10,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,468,378
2024-02-10,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,795,674
2024-02-10,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,527,398
2024-02-10,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,727,727
2024-02-10,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,782,675
2024-02-10,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,639,531
2024-02-10,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,732,652
2024-02-10,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,707,662
2024-02-10,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,645,591
2024-02-10,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,568,446
2024-02-10,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,488,372
2024-02-10,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,423,302
2024-02-10,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,553,486
2024-02-10,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,613,613
2024-02-10,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,436,363
2024-02-10,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,420,284
2024-02-10,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,464,354
2024-02-10,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,713,711
2024-02-10,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,734,617
2024-02-10,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,588,464
2024-02-10,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,514,427
2024-02-10,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,489,401
2024-02-10,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,462,415
2024-02-10,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,460,393
2024-02-10,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,460,435
2024-02-10,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,511,502
2024-02-10,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,636,599
2024-02-10,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,543,405
2024-02-10,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,506,410
2024-02-10,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,510,502
2024-02-10,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,701,553
2024-02-10,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,611,561
2024-02-10,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,565,534
2024-02-10,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,756,715
2024-02-10,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,518,378
2024-02-10,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,455,344
2024-02-10,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,703,638
2024-02-10,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,456,416
2024-02-10,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,701,597
2024-02-10,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,536,501
2024-02-10,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,763,729
2024-02-10,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,601,498
2024-02-11,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,455,428
2024-02-11,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,713,630
2024-02-11,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,585,502
2024-02-11,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,751,706
2024-02-11,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,403,321
2024-02-11,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,613,551
2024-02-11,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,779,667
2024-02-11,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,556,443
2024-02-11,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,538,511
2024-02-11,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,742,650
2024-02-11,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,567,489
2024-02-11,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,601,585
2024-02-11,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,618,517
2024-02-11,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,787,640
2024-02-11,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,654,542
2024-02-11,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,425,396
2024-02-11,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,619,549
2024-02-11,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,561,545
2024-02-11,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,527,451
2024-02-11,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,733,637
2024-02-11,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,544,473
2024-02-11,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,635,602
2024-02-11,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,600,540
2024-02-11,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,554,485
2024-02-11,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,519,484
2024-02-11,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,706,700
2024-02-11,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,500,372
2024-02-11,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,513,429
2024-02-11,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,594,510
2024-02-11,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,574,435
2024-02-11,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,532,520
2024-02-11,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,532,515
2024-02-11,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,633,528
2024-02-11,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,581,452
2024-02-11,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,695,653
2024-02-11,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,772,706
2024-02-11,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,616,532
2024-02-11,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,414,361
2024-02-11,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,540,442
2024-02-11,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,487,407
2024-02-11,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,566,543
2024-02-11,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,419,381
2024-02-11,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,463,372
2024-02-11,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,710,622
2024-02-11,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,417,320
2024-02-12,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,787,786
2024-02-12,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,439,332
2024-02-12,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,615,466
2024-02-12,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,418,356
2024-02-12,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,725,661
2024-02-12,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,475,349
2024-02-12,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,526,424
2024-02-12,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,527,456
2024-02-12,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,614,570
2024-02-12,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,679,540
2024-02-12,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,585,452
2024-02-12,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,451,325
2024-02-12,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,799,693
2024-02-12,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,651,570
2024-02-12,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,700,618
2024-02-12,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,572,527
2024-02-12,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,401,314
2024-02-12,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,524,443
2024-02-12,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,713,622
2024-02-12,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,523,519
2024-02-12,焊接车间,焊接-1,电视,SN-WD1-003,焊接检测设备1号机,484,400
2024-02-12,焊接车间,焊接-2,冰箱,SN-WD2-001,焊接机器人2号机,755,686
2024-02-12,焊接车间,焊接-2,冰箱,SN-WD2-002,焊接转台2号机,609,547
2024-02-12,焊接车间,焊接-2,冰箱,SN-WD2-003,焊接检测设备2号机,781,656
2024-02-12,焊接车间,焊接-3,洗衣机,SN-WD3-001,焊接机器人3号机,545,429
2024-02-12,焊接车间,焊接-3,洗衣机,SN-WD3-002,焊接转台3号机,468,430
2024-02-12,焊接车间,焊接-3,洗衣机,SN-WD3-003,焊接检测设备3号机,723,715
2024-02-12,涂装车间,涂装-1,电视,SN-PT1-001,喷涂机器人1号机,596,481
2024-02-12,涂装车间,涂装-1,电视,SN-PT1-002,喷涂流水线1号机,671,540
2024-02-12,涂装车间,涂装-1,电视,SN-PT1-003,喷涂烘干炉1号机,406,373
2024-02-12,涂装车间,涂装-2,冰箱,SN-PT2-001,喷涂机器人2号机,583,558
2024-02-12,涂装车间,涂装-2,冰箱,SN-PT2-002,喷涂流水线2号机,770,746
2024-02-12,涂装车间,涂装-2,冰箱,SN-PT2-003,喷涂烘干炉2号机,507,375
2024-02-12,涂装车间,涂装-3,洗衣机,SN-PT3-001,喷涂机器人3号机,743,624
2024-02-12,涂装车间,涂装-3,洗衣机,SN-PT3-002,喷涂流水线3号机,796,776
2024-02-12,涂装车间,涂装-3,洗衣机,SN-PT3-003,喷涂烘干炉3号机,406,326
2024-02-12,总装车间,总装-1,电视,SN-FA1-001,总装流水线1号机,473,412
2024-02-12,总装车间,总装-1,电视,SN-FA1-002,总装检测设备1号机,493,359
2024-02-12,总装车间,总装-1,电视,SN-FA1-003,总装包装机1号机,791,760
2024-02-12,总装车间,总装-2,冰箱,SN-FA2-001,总装流水线2号机,505,432
2024-02-12,总装车间,总装-2,冰箱,SN-FA2-002,总装检测设备2号机,677,669
2024-02-12,总装车间,总装-2,冰箱,SN-FA2-003,总装包装机2号机,484,401
2024-02-12,总装车间,总装-3,洗衣机,SN-FA3-001,总装流水线3号机,406,276
2024-02-12,总装车间,总装-3,洗衣机,SN-FA3-002,总装检测设备3号机,697,592
2024-02-12,总装车间,总装-3,洗衣机,SN-FA3-003,总装包装机3号机,704,650
2024-02-13,数控机械车间,数控-1,电视,SN-NC1-001,数控加工中心1号机,422,373
2024-02-13,数控机械车间,数控-1,电视,SN-NC1-002,数控车床1号机,496,416
2024-02-13,数控机械车间,数控-1,电视,SN-NC1-003,数控铣床1号机,672,622
2024-02-13,数控机械车间,数控-2,冰箱,SN-NC2-001,数控加工中心2号机,495,441
2024-02-13,数控机械车间,数控-2,冰箱,SN-NC2-002,数控车床2号机,695,617
2024-02-13,数控机械车间,数控-2,冰箱,SN-NC2-003,数控铣床2号机,639,583
2024-02-13,数控机械车间,数控-3,洗衣机,SN-NC3-001,数控加工中心3号机,547,435
2024-02-13,数控机械车间,数控-3,洗衣机,SN-NC3-002,数控车床3号机,632,510
2024-02-13,数控机械车间,数控-3,洗衣机,SN-NC3-003,数控铣床3号机,737,683
2024-02-13,装配车间,装配-1,电视,SN-AS1-001,装配流水线1号机,581,554
2024-02-13,装配车间,装配-1,电视,SN-AS1-002,装配机器人1号机,404,359
2024-02-13,装配车间,装配-1,电视,SN-AS1-003,装配检测设备1号机,623,611
2024-02-13,装配车间,装配-2,冰箱,SN-AS2-001,装配流水线2号机,542,483
2024-02-13,装配车间,装配-2,冰箱,SN-AS2-002,装配机器人2号机,581,496
2024-02-13,装配车间,装配-2,冰箱,SN-AS2-003,装配检测设备2号机,634,595
2024-02-13,装配车间,装配-3,洗衣机,SN-AS3-001,装配流水线3号机,664,534
2024-02-13,装配车间,装配-3,洗衣机,SN-AS3-002,装配机器人3号机,592,539
2024-02-13,装配车间,装配-3,洗衣机,SN-AS3-003,装配检测设备3号机,730,611
2024-02-13,焊接车间,焊接-1,电视,SN-WD1-001,焊接机器人1号机,521,435
2024-02-13,焊接车间,焊接-1,电视,SN-WD1-002,焊接转台1号机,605,499
