data_id,market_type,power_type,transaction_type,transaction_method,transaction_area,data_time,time_order,price_value,elec_value,data_source,create_time,update_time
7292,全量入市,绿电电量,中长期,滚动撮合,省间交易,2024-10-30,20,602.09,447.37,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7293,全量入市,绿电电量,电网代理购电,滚动撮合,省内交易,2024-10-30,21,731.16,240.08,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7294,非全量入市,常规电量,电网代理购电,月内集中竞价,省间交易,2024-10-30,22,274.1,654.99,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7295,非全量入市,绿电电量,电网代理购电,滚动撮合,省内交易,2024-10-30,23,415.51,328.97,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7296,全量入市,常规电量,中长期,月内集中竞价,省内交易,2024-10-30,24,793.09,557.26,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7297,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-10-31,1,507.82,210.1,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7298,非全量入市,绿电电量,电网代理购电,月内集中竞价,省间交易,2024-10-31,2,701.02,433.49,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7299,非全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-10-31,3,338.48,395.01,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7300,非全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-10-31,4,525.63,156.31,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7301,非全量入市,常规电量,中长期,挂牌交易,省内交易,2024-10-31,5,636.53,829.58,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7302,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省间交易,2024-10-31,6,609.61,278.31,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7303,全量入市,常规电量,中长期,集中竞价(年度+月度),省间交易,2024-10-31,7,256.2,866.46,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7304,全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-10-31,8,714.18,297.91,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7305,非全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-10-31,9,452.77,479.12,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7306,非全量入市,常规电量,电网代理购电,挂牌交易,省内交易,2024-10-31,10,432.08,463.43,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7307,非全量入市,常规电量,中长期,挂牌交易,省内交易,2024-10-31,11,520.87,210.83,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7308,全量入市,绿电电量,中长期,滚动撮合,省间交易,2024-10-31,12,716.77,458.58,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7309,非全量入市,常规电量,电网代理购电,月内集中竞价,省间交易,2024-10-31,13,281.41,483.23,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7310,全量入市,常规电量,中长期,月内集中竞价,省内交易,2024-10-31,14,699.61,317.42,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7311,全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-10-31,15,661.36,728.01,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7312,非全量入市,绿电电量,电网代理购电,滚动撮合,省内交易,2024-10-31,16,375.41,435.05,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7313,全量入市,常规电量,电网代理购电,滚动撮合,省间交易,2024-10-31,17,750.23,937.96,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7314,非全量入市,常规电量,中长期,月内集中竞价,省内交易,2024-10-31,18,313.82,582.71,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7315,全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省间交易,2024-10-31,19,670.87,308.68,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7316,非全量入市,绿电电量,中长期,双边协商(年度+月度),省内交易,2024-10-31,20,378.98,465.8,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7317,非全量入市,绿电电量,中长期,滚动撮合,省内交易,2024-10-31,21,346.99,160.53,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7318,非全量入市,常规电量,中长期,集中竞价(年度+月度),省内交易,2024-10-31,22,505.16,418.88,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7319,全量入市,常规电量,电网代理购电,滚动撮合,省间交易,2024-10-31,23,254.91,242.68,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7320,全量入市,绿电电量,中长期,双边协商(年度+月度),省间交易,2024-10-31,24,563.59,946.69,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7321,全量入市,绿电电量,电网代理购电,挂牌交易,省间交易,2024-11-01,1,629.47,116.33,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7322,非全量入市,绿电电量,中长期,月内集中竞价,省内交易,2024-11-01,2,754.32,895.91,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7323,非全量入市,常规电量,电网代理购电,挂牌交易,省内交易,2024-11-01,3,271.56,828.26,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7324,全量入市,常规电量,中长期,月内集中竞价,省间交易,2024-11-01,4,236.73,433.39,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7325,全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-11-01,5,451.98,783.18,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7326,全量入市,绿电电量,中长期,双边协商(年度+月度),省间交易,2024-11-01,6,401.6,898.34,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7327,全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-11-01,7,764.89,615.45,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7328,非全量入市,常规电量,中长期,集中竞价(年度+月度),省内交易,2024-11-01,8,354.65,904.24,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7329,全量入市,绿电电量,中长期,双边协商(年度+月度),省内交易,2024-11-01,9,415.35,783.85,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7330,全量入市,常规电量,中长期,双边协商(年度+月度),省间交易,2024-11-01,10,497.29,706.02,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7331,非全量入市,绿电电量,中长期,双边协商(年度+月度),省内交易,2024-11-01,11,649.32,744.25,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7332,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省间交易,2024-11-01,12,492.74,826.49,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7333,非全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-11-01,13,231.82,770.12,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7334,非全量入市,绿电电量,电网代理购电,挂牌交易,省内交易,2024-11-01,14,391.22,520.45,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7335,非全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-11-01,15,782.63,392.69,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7336,非全量入市,绿电电量,中长期,月内集中竞价,省间交易,2024-11-01,16,380.21,277.7,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7337,全量入市,绿电电量,中长期,双边协商(年度+月度),省间交易,2024-11-01,17,741.97,208.51,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7338,非全量入市,绿电电量,中长期,滚动撮合,省间交易,2024-11-01,18,398.18,181.02,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7339,全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-11-01,19,417.27,518.76,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7340,全量入市,绿电电量,中长期,滚动撮合,省内交易,2024-11-01,20,437.56,844.44,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7341,非全量入市,绿电电量,中长期,双边协商(年度+月度),省间交易,2024-11-01,21,257.31,697.28,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7342,非全量入市,绿电电量,电网代理购电,月内集中竞价,省间交易,2024-11-01,22,793.3,380.18,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7343,非全量入市,常规电量,中长期,滚动撮合,省内交易,2024-11-01,23,693.7,620.94,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7344,全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省间交易,2024-11-01,24,550.16,498.02,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7345,全量入市,常规电量,中长期,滚动撮合,省间交易,2024-11-02,1,557.68,531.65,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7346,非全量入市,绿电电量,中长期,集中竞价(年度+月度),省间交易,2024-11-02,2,297.36,700.08,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7347,全量入市,常规电量,电网代理购电,滚动撮合,省内交易,2024-11-02,3,522.37,553.12,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7348,非全量入市,绿电电量,电网代理购电,月内集中竞价,省间交易,2024-11-02,4,611.13,698.91,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7349,非全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-11-02,5,756.08,796.62,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7350,非全量入市,常规电量,中长期,滚动撮合,省间交易,2024-11-02,6,532.41,241.8,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7351,非全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-11-02,7,390.19,178.95,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7352,全量入市,常规电量,电网代理购电,双边协商(年度+月度),省间交易,2024-11-02,8,223.49,725.37,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7353,非全量入市,绿电电量,电网代理购电,挂牌交易,省间交易,2024-11-02,9,629.1,565.74,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7354,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省间交易,2024-11-02,10,782.34,336.34,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7355,全量入市,常规电量,中长期,集中竞价(年度+月度),省间交易,2024-11-02,11,439.75,351.01,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7356,非全量入市,常规电量,中长期,月内集中竞价,省间交易,2024-11-02,12,574.71,704.35,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7357,非全量入市,常规电量,电网代理购电,滚动撮合,省间交易,2024-11-02,13,718.77,310.83,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7358,全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-11-02,14,238.7,248.88,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7359,非全量入市,绿电电量,电网代理购电,挂牌交易,省内交易,2024-11-02,15,786.43,171.2,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7360,非全量入市,常规电量,电网代理购电,挂牌交易,省间交易,2024-11-02,16,749.65,785.12,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7361,全量入市,绿电电量,中长期,滚动撮合,省内交易,2024-11-02,17,612.89,694.15,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7362,非全量入市,常规电量,中长期,集中竞价(年度+月度),省间交易,2024-11-02,18,629.82,224.63,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7363,全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-11-02,19,454.94,250.46,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7364,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省内交易,2024-11-02,20,394.36,362.99,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7365,全量入市,常规电量,电网代理购电,挂牌交易,省间交易,2024-11-02,21,435.01,426.7,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7366,全量入市,常规电量,中长期,月内集中竞价,省内交易,2024-11-02,22,540.69,575.76,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7367,全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-11-02,23,218.17,640.24,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7368,全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-11-02,24,638.43,155.27,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7369,全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-11-03,1,757.6,792.29,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7370,全量入市,绿电电量,中长期,滚动撮合,省内交易,2024-11-03,2,310.18,397.69,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7371,非全量入市,常规电量,中长期,双边协商(年度+月度),省间交易,2024-11-03,3,202.56,888.62,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7372,全量入市,常规电量,电网代理购电,月内集中竞价,省内交易,2024-11-03,4,675.39,571.45,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7373,非全量入市,常规电量,中长期,挂牌交易,省内交易,2024-11-03,5,772.94,611.29,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7374,非全量入市,绿电电量,中长期,月内集中竞价,省内交易,2024-11-03,6,387.1,277.25,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7375,非全量入市,常规电量,中长期,滚动撮合,省内交易,2024-11-03,7,503.15,698.98,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7376,非全量入市,常规电量,电网代理购电,挂牌交易,省间交易,2024-11-03,8,687.82,887.69,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7377,全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-11-03,9,591.66,265.86,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7378,非全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-11-03,10,418.26,255.89,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7379,非全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-11-03,11,496.29,572.28,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7380,非全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-11-03,12,206.6,728.65,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7381,非全量入市,常规电量,电网代理购电,滚动撮合,省间交易,2024-11-03,13,712.17,850.61,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7382,非全量入市,绿电电量,中长期,月内集中竞价,省间交易,2024-11-03,14,240.08,459.34,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7383,非全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-11-03,15,439.42,679.85,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7384,非全量入市,绿电电量,中长期,双边协商(年度+月度),省间交易,2024-11-03,16,698.23,282.97,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7385,非全量入市,常规电量,中长期,集中竞价(年度+月度),省间交易,2024-11-03,17,399.77,984.98,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7386,非全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-11-03,18,600.55,718.47,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7387,全量入市,绿电电量,电网代理购电,滚动撮合,省内交易,2024-11-03,19,603.66,276.89,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7388,非全量入市,绿电电量,中长期,月内集中竞价,省间交易,2024-11-03,20,337.77,767.6,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7389,非全量入市,常规电量,中长期,挂牌交易,省间交易,2024-11-03,21,686.47,494.75,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7390,非全量入市,常规电量,电网代理购电,月内集中竞价,省间交易,2024-11-03,22,382.09,137.46,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7391,全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-11-03,23,495.16,819.46,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7392,全量入市,绿电电量,电网代理购电,滚动撮合,省内交易,2024-11-03,24,665.78,511.6,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7393,非全量入市,常规电量,中长期,双边协商(年度+月度),省间交易,2024-11-04,1,255.97,464.88,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7394,非全量入市,常规电量,中长期,集中竞价(年度+月度),省内交易,2024-11-04,2,392.13,387.9,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7395,非全量入市,常规电量,中长期,集中竞价(年度+月度),省间交易,2024-11-04,3,546.87,890.72,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7396,全量入市,常规电量,中长期,集中竞价(年度+月度),省间交易,2024-11-04,4,680.87,558.38,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7397,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省内交易,2024-11-04,5,518.04,516.22,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7398,全量入市,常规电量,中长期,集中竞价(年度+月度),省内交易,2024-11-04,6,772.36,168.12,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7399,非全量入市,常规电量,中长期,月内集中竞价,省内交易,2024-11-04,7,485.97,686.76,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7400,全量入市,常规电量,电网代理购电,双边协商(年度+月度),省内交易,2024-11-04,8,622.93,612.94,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7401,非全量入市,绿电电量,中长期,挂牌交易,省间交易,2024-11-04,9,356.48,552.77,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7402,全量入市,常规电量,电网代理购电,滚动撮合,省间交易,2024-11-04,10,520.99,790.58,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7403,全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-11-04,11,506.71,724.67,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7404,全量入市,绿电电量,中长期,滚动撮合,省内交易,2024-11-04,12,441.81,117.24,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7405,非全量入市,常规电量,电网代理购电,滚动撮合,省内交易,2024-11-04,13,228.78,701.12,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7406,非全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-11-04,14,638.11,454.57,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7407,全量入市,绿电电量,电网代理购电,挂牌交易,省间交易,2024-11-04,15,794.74,601.68,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7408,非全量入市,常规电量,电网代理购电,挂牌交易,省间交易,2024-11-04,16,487.2,780.02,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7409,非全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-11-04,17,584.96,274.48,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7410,非全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省内交易,2024-11-04,18,697.13,560.16,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7411,非全量入市,常规电量,中长期,滚动撮合,省内交易,2024-11-04,19,657.53,542.03,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7412,非全量入市,绿电电量,中长期,双边协商(年度+月度),省内交易,2024-11-04,20,326.58,194.79,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7413,全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省内交易,2024-11-04,21,604.6,433.22,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7414,非全量入市,绿电电量,中长期,集中竞价(年度+月度),省内交易,2024-11-04,22,582.7,473.86,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7415,全量入市,绿电电量,中长期,滚动撮合,省内交易,2024-11-04,23,732.53,920.24,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7416,全量入市,绿电电量,电网代理购电,挂牌交易,省内交易,2024-11-04,24,529.37,761.74,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7417,非全量入市,绿电电量,中长期,双边协商(年度+月度),省间交易,2024-11-05,1,593.64,374.1,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7418,全量入市,绿电电量,中长期,挂牌交易,省内交易,2024-11-05,2,604.15,679.06,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7419,非全量入市,绿电电量,中长期,挂牌交易,省间交易,2024-11-05,3,290.78,959.42,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7420,非全量入市,绿电电量,中长期,滚动撮合,省内交易,2024-11-05,4,550.78,567.17,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7421,非全量入市,常规电量,电网代理购电,滚动撮合,省内交易,2024-11-05,5,532.84,321.84,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7422,全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-11-05,6,634.04,930.11,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7423,非全量入市,常规电量,中长期,挂牌交易,省间交易,2024-11-05,7,313.58,363.36,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7424,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省间交易,2024-11-05,8,638.63,216.18,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7425,非全量入市,常规电量,电网代理购电,月内集中竞价,省间交易,2024-11-05,9,225.62,734.02,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7426,非全量入市,常规电量,中长期,集中竞价(年度+月度),省内交易,2024-11-05,10,647.79,975.69,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7427,非全量入市,常规电量,电网代理购电,滚动撮合,省间交易,2024-11-05,11,630.79,477.23,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7428,全量入市,绿电电量,电网代理购电,挂牌交易,省内交易,2024-11-05,12,244.63,546.64,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7429,非全量入市,绿电电量,中长期,集中竞价(年度+月度),省内交易,2024-11-05,13,271.26,333.97,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7430,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省间交易,2024-11-05,14,653.86,477.26,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7431,非全量入市,常规电量,电网代理购电,月内集中竞价,省内交易,2024-11-05,15,214.73,928.3,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7432,全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-11-05,16,322.93,570.43,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7433,全量入市,常规电量,中长期,滚动撮合,省间交易,2024-11-05,17,367.12,575.04,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7434,全量入市,常规电量,电网代理购电,双边协商(年度+月度),省内交易,2024-11-05,18,447.9,335.36,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7435,非全量入市,常规电量,电网代理购电,挂牌交易,省间交易,2024-11-05,19,613.0,867.46,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7436,非全量入市,绿电电量,中长期,月内集中竞价,省间交易,2024-11-05,20,672.04,277.22,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7437,非全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-11-05,21,411.03,128.61,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7438,非全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-11-05,22,696.29,459.24,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7439,非全量入市,绿电电量,中长期,挂牌交易,省间交易,2024-11-05,23,619.02,863.82,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7440,全量入市,绿电电量,电网代理购电,挂牌交易,省间交易,2024-11-05,24,305.57,512.13,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7441,全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-11-06,1,483.51,147.52,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7442,全量入市,常规电量,中长期,月内集中竞价,省内交易,2024-11-06,2,401.08,623.12,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7443,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省内交易,2024-11-06,3,220.29,976.14,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7444,非全量入市,常规电量,电网代理购电,月内集中竞价,省内交易,2024-11-06,4,410.89,289.26,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7445,非全量入市,常规电量,中长期,双边协商(年度+月度),省内交易,2024-11-06,5,360.45,129.06,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7446,非全量入市,常规电量,中长期,集中竞价(年度+月度),省间交易,2024-11-06,6,266.7,579.96,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7447,非全量入市,绿电电量,中长期,双边协商(年度+月度),省间交易,2024-11-06,7,576.7,180.19,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7448,非全量入市,常规电量,电网代理购电,月内集中竞价,省间交易,2024-11-06,8,750.96,114.24,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7449,全量入市,常规电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-11-06,9,253.39,710.07,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7450,全量入市,绿电电量,中长期,月内集中竞价,省内交易,2024-11-06,10,398.42,997.41,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7451,非全量入市,绿电电量,电网代理购电,滚动撮合,省间交易,2024-11-06,11,669.76,378.33,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7452,非全量入市,常规电量,中长期,滚动撮合,省间交易,2024-11-06,12,679.13,979.87,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7453,非全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-11-06,13,675.9,839.16,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7454,全量入市,绿电电量,电网代理购电,月内集中竞价,省内交易,2024-11-06,14,415.39,689.0,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7455,全量入市,绿电电量,电网代理购电,月内集中竞价,省间交易,2024-11-06,15,211.39,523.44,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7456,非全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-11-06,16,201.54,228.18,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
7457,非全量入市,绿电电量,电网代理购电,双边协商(年度+月度),省间交易,2024-11-06,17,256.86,211.49,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7458,非全量入市,常规电量,电网代理购电,双边协商(年度+月度),省间交易,2024-11-06,18,450.19,449.43,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7459,非全量入市,常规电量,电网代理购电,挂牌交易,省间交易,2024-11-06,19,598.16,614.17,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7460,非全量入市,绿电电量,电网代理购电,集中竞价(年度+月度),省间交易,2024-11-06,20,601.48,498.6,企业上报,2025-04-16 13:17:01,2025-04-16 13:17:01
7461,非全量入市,绿电电量,中长期,集中竞价(年度+月度),省间交易,2024-11-06,21,346.07,782.76,电网统计,2025-04-16 13:17:01,2025-04-16 13:17:01
